project_id,project_name,ministry,sector,region,sanction_date,sanctioned_cost_cr,planned_completion_date,planned_duration_years,as_of_date,months_since_sanction,physical_progress_pct,financial_progress_pct,cumulative_expenditure_cr,revised_cost_cr,cost_revisions_count,project_stage,land_acquisition_status,approval_delay_months,financing_irregularity_flag,contractor_track_record_score,ministry_reporting_compliance_rate,months_since_last_report,consecutive_missed_cycles,is_completed,actual_completion_date,final_cost_overrun_pct,final_delay_months
PAI-05055,Roads Project 05055,Road Transport & Highways,Roads,East,2017-02-19,3478.18,2020-01-27,2.94,2020-08-18,42,100.0,100.0,3478.18,3478.18,0,construction,complete,2.2,0,0.539,0.922,0,0,1,2020-08-18,0.0,6.7
PAI-05056,Power Project 05056,New & Renewable Energy,Power,North-East,2024-01-16,1629.04,2029-11-10,5.82,2026-09-06,32,22.3,20.6,337.58,1641.79,0,construction,complete,4.1,0,0.533,0.804,0,0,0,,0.78,17.8
PAI-05057,Urban Infrastructure Project 05057,Housing & Urban Affairs,Urban Infrastructure,South,2006-07-24,854.02,2011-09-04,5.12,2011-09-10,62,100.0,100.0,856.36,856.36,1,construction,complete,1.2,0,0.438,0.807,0,0,1,2011-09-10,0.27,0.2
PAI-05058,Roads Project 05058,Road Transport & Highways,Roads,East,2024-10-04,546.09,2028-02-26,3.4,2026-09-06,23,45.0,31.6,172.79,546.09,0,construction,complete,1.9,0,0.355,0.943,0,0,0,,0.0,0.7
PAI-05059,Water Resources Project 05059,Jal Shakti (Water Resources),Water Resources,North,2010-01-14,2244.52,2016-03-05,6.14,2016-03-15,74,100.0,100.0,2263.06,2263.06,0,construction,complete,2.5,0,0.628,0.733,0,0,1,2016-03-15,0.83,0.3
PAI-05060,Roads Project 05060,Road Transport & Highways,Roads,North-East,2008-07-25,791.59,2012-02-06,3.54,2012-02-14,43,100.0,100.0,791.59,791.59,1,construction,complete,2.2,0,0.32,0.882,0,0,1,2012-02-14,0.0,0.3
PAI-05061,Railways Project 05061,Railways,Railways,North,2019-06-03,3393.22,2024-01-13,4.62,2024-01-26,55,100.0,100.0,3393.22,3393.22,0,construction,complete,4.7,1,0.583,0.99,0,0,1,2024-01-26,0.0,0.4
PAI-05062,Railways Project 05062,Railways,Railways,West,2026-08-08,1233.88,2031-05-14,4.77,2026-09-06,1,1.0,0.0,0.0,1254.64,2,pre_construction,not_started,9.5,0,0.632,0.901,0,0,0,,1.68,27.0
PAI-05063,Railways Project 05063,Railways,Railways,South,2014-03-24,7239.45,2020-06-20,6.24,2024-07-17,124,100.0,100.0,7239.45,7239.45,0,construction,complete,0.3,0,0.871,0.873,0,0,1,2024-07-17,0.0,48.9
PAI-05064,Power Project 05064,Power,Power,Central,2018-12-10,1753.0,2024-06-22,5.54,2024-07-18,67,100.0,100.0,1757.2,1757.2,0,construction,partial,1.8,0,0.424,0.893,0,0,1,2024-07-18,0.24,0.9
PAI-05065,Roads Project 05065,Road Transport & Highways,Roads,West,2014-11-16,551.63,2017-09-03,2.8,2017-09-07,34,100.0,100.0,554.45,554.45,0,construction,partial,2.1,0,0.798,0.958,0,0,1,2017-09-07,0.51,0.1
PAI-05066,Petroleum Project 05066,Petroleum & Natural Gas,Petroleum,North-East,2023-12-09,5801.55,2028-11-29,4.98,2026-09-06,33,41.4,35.1,2057.94,5858.1,0,construction,partial,2.4,0,0.529,0.876,0,0,0,,0.97,0.1
PAI-05067,Railways Project 05067,Railways,Railways,North-East,2013-04-04,667.75,2018-10-04,5.5,2018-10-27,66,100.0,100.0,667.75,667.75,0,construction,complete,2.0,0,0.818,0.94,0,0,1,2018-10-27,0.0,0.8
PAI-05068,Rural Infrastructure Project 05068,Development of North Eastern Region,Rural Infrastructure,North,2005-11-28,150.0,2010-01-01,4.09,2013-11-04,96,100.0,100.0,217.94,217.94,3,construction,complete,1.1,0,0.654,0.694,0,0,1,2013-11-04,45.29,46.1
PAI-05069,Mining Project 05069,Coal,Mining,North,2021-07-23,949.57,2025-12-10,4.38,2025-12-10,53,100.0,100.0,964.71,964.71,0,construction,complete,2.9,0,0.581,0.914,0,0,1,2025-12-10,1.59,0.0
PAI-05070,Roads Project 05070,Road Transport & Highways,Roads,South,2020-11-19,637.99,2024-02-12,3.23,2024-02-13,39,100.0,100.0,643.11,643.11,0,construction,complete,0.1,0,0.809,0.99,0,0,1,2024-02-13,0.8,0.1
PAI-05071,Roads Project 05071,Road Transport & Highways,Roads,South,2006-09-18,150.0,2009-03-31,2.53,2009-04-21,31,100.0,100.0,150.0,150.0,1,construction,complete,4.4,0,0.907,0.862,0,0,1,2009-04-21,0.0,0.7
PAI-05072,Railways Project 05072,Railways,Railways,East,2011-07-18,666.73,2015-09-29,4.2,2021-03-26,116,100.0,100.0,670.87,670.87,1,construction,complete,0.5,0,0.723,0.852,0,0,1,2021-03-26,0.62,65.9
PAI-05073,Roads Project 05073,Road Transport & Highways,Roads,North,2017-08-04,171.0,2020-05-05,2.75,2021-03-29,43,100.0,100.0,171.0,171.0,0,construction,complete,0.3,0,0.144,0.921,0,0,1,2021-03-29,0.0,10.8
PAI-05074,Power Project 05074,New & Renewable Energy,Power,South,2011-04-11,2772.37,2016-04-09,5.0,2020-03-29,107,100.0,100.0,2820.7,2820.7,0,construction,partial,0.0,0,0.956,0.718,0,0,1,2020-03-29,1.74,47.6
PAI-05075,Roads Project 05075,Road Transport & Highways,Roads,East,2009-12-01,618.25,2013-06-22,3.56,2013-07-22,43,100.0,100.0,621.12,621.12,0,construction,complete,8.2,0,0.495,0.916,0,0,1,2013-07-22,0.46,1.0
PAI-05076,Railways Project 05076,Railways,Railways,Central,2024-09-18,4079.74,2029-03-19,4.5,2026-09-06,24,19.0,16.0,962.7,6019.53,1,construction,partial,3.4,1,0.527,0.907,0,0,0,,47.55,0.6
PAI-05077,Power Project 05077,Power,Power,South,2020-05-07,150.0,2025-06-01,5.07,2026-09-06,76,83.7,78.0,126.52,162.23,0,construction,complete,1.7,0,0.912,0.825,2,2,0,,8.15,89.3
PAI-05078,Railways Project 05078,Railways,Railways,South,2010-10-26,1667.34,2015-06-11,4.63,2015-08-24,58,100.0,100.0,1685.58,1685.58,1,construction,complete,0.5,0,0.847,0.861,0,0,1,2015-08-24,1.09,2.4
PAI-05079,Roads Project 05079,Road Transport & Highways,Roads,Central,2021-04-18,625.53,2024-09-02,3.38,2026-09-06,65,42.2,40.7,256.23,628.98,0,construction,complete,0.6,0,0.568,0.921,0,0,0,,0.55,25.9
PAI-05080,Roads Project 05080,Road Transport & Highways,Roads,North-East,2017-05-27,340.34,2019-12-28,2.59,2020-01-14,32,100.0,100.0,342.15,342.15,0,construction,partial,3.0,0,0.615,0.84,0,0,1,2020-01-14,0.53,0.6
PAI-05081,Mining Project 05081,Coal,Mining,North,2018-01-26,152.16,2023-03-06,5.11,2023-03-29,62,100.0,100.0,152.95,152.95,0,construction,complete,3.7,0,0.78,0.801,0,0,1,2023-03-29,0.52,0.8
PAI-05082,Roads Project 05082,Road Transport & Highways,Roads,West,2019-01-10,481.33,2022-11-22,3.87,2022-11-27,46,100.0,100.0,483.84,483.84,0,construction,complete,3.0,0,0.685,0.961,0,0,1,2022-11-27,0.52,0.2
PAI-05083,Railways Project 05083,Railways,Railways,East,2022-01-07,2156.97,2026-07-31,4.56,2026-09-06,56,79.5,68.4,1475.71,2156.97,1,construction,partial,4.8,0,0.737,0.853,0,0,0,,0.0,16.4
PAI-05084,Roads Project 05084,Road Transport & Highways,Roads,East,2015-09-25,231.46,2018-04-24,2.58,2018-05-05,32,100.0,100.0,231.46,231.46,0,construction,complete,2.5,0,0.777,0.933,0,0,1,2018-05-05,0.0,0.4
PAI-05085,Railways Project 05085,Railways,Railways,Central,2016-02-19,1527.92,2022-09-18,6.58,2023-04-29,86,100.0,100.0,1551.85,1551.85,1,construction,complete,4.6,0,0.659,0.91,0,0,1,2023-04-29,1.57,7.3
PAI-05086,Roads Project 05086,Road Transport & Highways,Roads,West,2025-12-20,620.63,2028-10-15,2.82,2026-09-06,9,7.0,0.0,0.0,665.17,0,pre_construction,partial,2.5,1,0.806,0.957,0,0,0,,7.18,19.7
PAI-05087,Roads Project 05087,Road Transport & Highways,Roads,North,2021-09-26,436.53,2025-01-02,3.27,2025-01-07,40,100.0,100.0,437.05,437.05,1,construction,complete,5.8,1,0.865,0.861,0,0,1,2025-01-07,0.12,0.1
PAI-05088,Power Project 05088,Power,Power,Central,2026-11-22,2312.55,2032-09-15,5.82,2026-09-06,1,2.8,0.2,5.18,2312.55,0,pre_construction,partial,0.5,0,0.216,0.838,0,0,0,,0.0,42.1
PAI-05089,Fertilizers Project 05089,Fertilizers,Fertilizers,Central,2014-07-25,646.68,2018-01-02,3.44,2019-03-25,56,100.0,100.0,653.15,653.15,0,construction,complete,0.3,0,0.573,0.881,0,0,1,2019-03-25,1.0,14.7
PAI-05090,Roads Project 05090,Road Transport & Highways,Roads,West,2020-10-15,349.3,2024-03-16,3.42,2024-04-05,42,100.0,100.0,365.98,365.98,0,construction,complete,0.2,0,0.709,0.958,0,0,1,2024-04-05,4.78,0.7
PAI-05091,Mining Project 05091,Mines,Mining,South,2023-07-13,691.16,2026-09-05,3.15,2026-09-06,38,88.2,67.9,473.69,698.08,0,construction,complete,1.7,0,0.25,0.788,2,2,0,,1.0,0.3
PAI-05092,Power Project 05092,Atomic Energy,Power,North,2014-05-17,678.16,2019-04-27,4.95,2019-05-04,60,100.0,100.0,678.16,678.16,0,construction,complete,2.6,0,0.731,0.913,0,0,1,2019-05-04,0.0,0.2
PAI-05093,Ports & Shipping Project 05093,Shipping (Ports),Ports & Shipping,Central,2026-04-25,6861.63,2029-04-09,2.96,2026-09-06,5,7.6,4.1,287.58,6940.28,0,pre_construction,complete,20.3,0,0.749,0.777,0,0,0,,1.15,0.6
PAI-05094,Roads Project 05094,Road Transport & Highways,Roads,North-East,2007-12-20,1851.05,2011-01-06,3.05,2013-04-10,64,100.0,100.0,2361.27,2361.27,1,construction,complete,2.0,1,0.403,0.843,0,0,1,2013-04-10,27.56,27.1
PAI-05095,Power Project 05095,Power,Power,North-East,2021-11-07,574.05,2027-03-10,5.34,2026-09-06,58,65.1,49.9,286.66,574.05,0,construction,complete,0.7,0,0.944,0.865,0,0,0,,0.0,0.4
PAI-05096,Fertilizers Project 05096,Fertilizers,Fertilizers,South,2008-04-19,484.06,2013-03-21,4.92,2013-04-01,60,100.0,100.0,513.0,513.0,1,construction,complete,0.4,0,0.819,0.898,0,0,1,2013-04-01,5.98,0.4
PAI-05097,Roads Project 05097,Road Transport & Highways,Roads,South,2007-09-13,887.06,2011-03-24,3.53,2011-07-03,46,100.0,100.0,891.61,891.61,0,construction,complete,2.7,0,0.599,0.99,0,0,1,2011-07-03,0.51,3.3
PAI-05098,Mining Project 05098,Coal,Mining,East,2009-05-17,522.66,2013-05-23,4.02,2013-05-30,48,100.0,100.0,563.43,563.43,1,construction,complete,0.6,0,0.697,0.887,0,0,1,2013-05-30,7.8,0.2
PAI-05099,Power Project 05099,Power,Power,East,2015-06-10,3245.04,2019-10-15,4.35,2019-11-14,53,100.0,100.0,3245.04,3245.04,2,construction,complete,0.1,0,0.615,0.877,0,0,1,2019-11-14,0.0,1.0
PAI-05100,Roads Project 05100,Road Transport & Highways,Roads,East,2024-07-03,2081.99,2027-01-06,2.51,2026-09-06,26,54.4,47.7,1109.52,2324.08,0,construction,partial,0.6,0,0.72,0.99,0,0,0,,11.63,0.9
PAI-05101,Rural Infrastructure Project 05101,Development of North Eastern Region,Rural Infrastructure,East,2022-11-18,384.73,2025-08-04,2.71,2026-09-06,46,44.4,40.4,156.78,387.9,1,construction,complete,0.8,1,0.327,0.692,0,0,0,,0.82,83.8
PAI-05102,Urban Infrastructure Project 05102,Housing & Urban Affairs,Urban Infrastructure,Central,2026-06-12,2262.63,2029-09-20,3.27,2026-09-06,3,7.9,2.7,62.68,2294.1,0,pre_construction,not_started,27.5,0,0.269,0.785,0,0,0,,1.39,54.5
PAI-05103,Roads Project 05103,Road Transport & Highways,Roads,North,2009-12-21,435.32,2012-11-16,2.91,2012-11-25,35,100.0,100.0,453.06,453.06,0,construction,complete,0.2,0,0.285,0.99,0,0,1,2012-11-25,4.08,0.3
PAI-05104,Petroleum Project 05104,Petroleum & Natural Gas,Petroleum,North-East,2021-10-24,1964.13,2025-08-25,3.84,2025-08-29,46,100.0,100.0,2003.7,2003.7,2,construction,complete,1.3,0,0.217,0.88,0,0,1,2025-08-29,2.01,0.1
PAI-05105,Mining Project 05105,Coal,Mining,Central,2007-10-21,426.62,2013-02-14,5.32,2013-03-04,65,100.0,100.0,429.51,429.51,0,construction,complete,0.8,0,0.648,0.868,0,0,1,2013-03-04,0.68,0.6
PAI-05106,Roads Project 05106,Road Transport & Highways,Roads,East,2025-08-27,172.67,2029-08-04,3.94,2026-09-06,13,13.7,6.7,13.85,206.1,1,pre_construction,not_started,4.0,0,0.67,0.804,0,0,0,,19.36,0.8
PAI-05107,Roads Project 05107,Road Transport & Highways,Roads,East,2019-07-16,771.52,2022-09-28,3.2,2022-10-26,39,100.0,100.0,949.93,949.93,3,construction,complete,4.2,0,0.784,0.95,0,0,1,2022-10-26,23.13,0.9
PAI-05108,Urban Infrastructure Project 05108,Housing & Urban Affairs,Urban Infrastructure,South,2014-07-23,1301.51,2018-09-05,4.12,2018-09-22,50,100.0,100.0,1302.32,1302.32,0,construction,complete,0.0,0,0.456,0.878,0,0,1,2018-09-22,0.06,0.6
PAI-05109,Petroleum Project 05109,Petroleum & Natural Gas,Petroleum,East,2025-10-07,1101.76,2030-09-20,4.95,2026-09-06,11,7.3,2.3,25.58,1111.68,0,pre_construction,not_started,4.9,0,0.114,0.842,0,0,0,,0.9,0.8
PAI-05110,Railways Project 05110,Railways,Railways,West,2022-06-13,1026.69,2027-06-15,5.0,2026-09-06,51,20.2,14.5,150.11,1033.42,0,construction,complete,1.6,0,0.919,0.872,0,0,0,,0.66,0.6
PAI-05111,Railways Project 05111,Railways,Railways,West,2020-08-05,2197.13,2025-05-02,4.74,2026-09-06,73,65.3,53.0,1323.86,2497.37,4,construction,complete,4.6,0,0.812,0.871,0,0,0,,13.67,50.0
PAI-05112,Water Resources Project 05112,Jal Shakti (Water Resources),Water Resources,South,2017-07-27,1059.42,2022-07-29,5.0,2022-08-18,61,100.0,100.0,1068.0,1068.0,1,construction,complete,0.7,1,0.763,0.712,0,0,1,2022-08-18,0.81,0.7
PAI-05113,Railways Project 05113,Railways,Railways,North-East,2018-04-13,714.95,2024-06-12,6.17,2024-06-18,74,100.0,100.0,714.95,714.95,1,construction,complete,0.2,0,0.832,0.865,0,0,1,2024-06-18,0.0,0.2
PAI-05114,Railways Project 05114,Railways,Railways,South,2019-12-15,604.35,2025-11-11,5.91,2025-12-11,72,100.0,100.0,604.35,604.35,1,construction,partial,1.5,0,0.905,0.888,0,0,1,2025-12-11,0.0,1.0
PAI-05115,Roads Project 05115,Road Transport & Highways,Roads,South,2017-01-01,1575.78,2019-08-08,2.6,2023-05-26,76,100.0,100.0,1579.64,1579.64,0,construction,complete,0.3,0,0.594,0.897,0,0,1,2023-05-26,0.25,45.6
PAI-05116,Power Project 05116,Power,Power,Central,2013-08-18,7294.4,2017-10-06,4.14,2017-10-29,50,100.0,100.0,7415.7,7415.7,0,construction,complete,1.7,0,0.532,0.964,0,0,1,2017-10-29,1.66,0.7
PAI-05117,Roads Project 05117,Road Transport & Highways,Roads,South,2009-11-22,615.36,2012-07-18,2.65,2012-08-15,33,100.0,100.0,617.79,617.79,0,construction,complete,1.0,0,0.787,0.99,0,0,1,2012-08-15,0.4,0.9
PAI-05118,Power Project 05118,Power,Power,West,2022-09-14,863.6,2027-07-05,4.81,2026-09-06,48,53.9,43.1,571.76,1328.14,2,construction,complete,1.0,0,0.601,0.89,0,0,0,,53.79,0.3
PAI-05119,Urban Infrastructure Project 05119,Housing & Urban Affairs,Urban Infrastructure,Central,2008-12-13,156.68,2012-11-29,3.96,2014-02-03,62,100.0,100.0,168.95,168.95,1,construction,complete,1.0,0,0.412,0.875,0,0,1,2014-02-03,7.83,14.2
PAI-05120,Roads Project 05120,Road Transport & Highways,Roads,Central,2025-02-20,966.43,2027-09-12,2.56,2026-09-06,19,40.2,25.9,441.56,1702.93,1,construction,complete,5.2,0,0.738,0.933,0,0,0,,76.21,29.8
PAI-05121,Mining Project 05121,Coal,Mining,East,2026-11-26,227.46,2031-02-21,4.24,2026-09-06,1,8.2,6.2,14.03,227.75,0,pre_construction,not_started,9.3,1,0.287,0.85,0,0,0,,0.13,0.6
PAI-05122,Railways Project 05122,Railways,Railways,West,2014-09-18,12082.24,2021-03-21,6.51,2021-07-27,82,100.0,100.0,12154.73,12154.73,0,construction,complete,2.2,0,0.576,0.917,0,0,1,2021-07-27,0.6,4.2
PAI-05123,Power Project 05123,Power,Power,North,2010-10-02,3165.99,2016-08-24,5.9,2016-08-26,70,100.0,100.0,3186.3,3186.3,1,construction,complete,4.3,0,0.407,0.851,0,0,1,2016-08-26,0.64,0.1
PAI-05124,Railways Project 05124,Railways,Railways,Central,2015-01-06,3199.58,2021-09-24,6.72,2022-08-08,91,100.0,100.0,3208.87,3208.87,0,construction,complete,7.0,0,0.586,0.96,0,0,1,2022-08-08,0.29,10.5
PAI-05125,Roads Project 05125,Road Transport & Highways,Roads,West,2019-06-11,173.95,2022-09-27,3.3,2026-09-06,87,89.4,62.4,109.02,174.67,0,construction,complete,0.2,0,0.549,0.981,0,0,0,,0.41,53.4
PAI-05126,Steel Project 05126,Steel,Steel,East,2017-07-02,583.74,2021-12-26,4.49,2024-03-09,80,100.0,100.0,585.37,585.37,0,construction,complete,4.0,0,0.86,0.876,0,0,1,2024-03-09,0.28,26.4
PAI-05127,Telecom Project 05127,Telecommunications,Telecom,West,2010-05-25,229.1,2013-10-24,3.42,2019-03-22,106,100.0,100.0,322.82,322.82,1,construction,complete,2.1,0,0.859,0.758,0,0,1,2019-03-22,40.91,64.9
PAI-05128,Mining Project 05128,Coal,Mining,West,2016-07-09,479.94,2021-03-23,4.7,2021-03-30,56,100.0,100.0,628.85,628.85,2,construction,complete,2.4,0,0.558,0.859,0,0,1,2021-03-30,31.03,0.2
PAI-05129,Telecom Project 05129,Telecommunications,Telecom,North-East,2024-06-21,245.0,2026-10-31,2.36,2026-09-06,27,86.1,78.0,222.12,284.66,0,construction,complete,1.5,0,0.833,0.908,0,0,0,,16.19,29.3
PAI-05130,Roads Project 05130,Road Transport & Highways,Roads,North,2005-03-09,632.75,2008-05-18,3.19,2009-03-06,48,100.0,100.0,639.46,639.46,1,construction,complete,1.5,0,0.741,0.961,0,0,1,2009-03-06,1.06,9.6
PAI-05131,Railways Project 05131,Railways,Railways,North,2008-02-17,2461.68,2014-03-28,6.11,2014-04-03,74,100.0,100.0,2470.0,2470.0,0,construction,complete,4.2,0,0.268,0.901,0,0,1,2014-04-03,0.34,0.2
PAI-05132,Urban Infrastructure Project 05132,Housing & Urban Affairs,Urban Infrastructure,South,2019-01-01,255.69,2023-07-12,4.53,2026-09-06,92,3.5,2.2,6.34,287.95,0,pre_construction,partial,6.5,0,0.624,0.839,0,0,0,,12.62,53.2
PAI-05133,Railways Project 05133,Railways,Railways,North,2006-09-03,1154.77,2013-05-22,6.72,2013-06-21,81,100.0,100.0,1157.56,1157.56,0,construction,complete,1.2,1,0.649,0.915,0,0,1,2013-06-21,0.24,1.0
PAI-05134,Urban Infrastructure Project 05134,Housing & Urban Affairs,Urban Infrastructure,Central,2008-06-24,1546.98,2011-10-26,3.34,2011-11-14,41,100.0,100.0,1546.98,1546.98,0,construction,complete,0.8,0,0.232,0.815,0,0,1,2011-11-14,0.0,0.6
PAI-05135,Fertilizers Project 05135,Fertilizers,Fertilizers,North-East,2014-12-09,496.33,2019-05-05,4.4,2019-05-05,53,100.0,100.0,503.64,503.64,1,construction,complete,0.4,0,0.483,0.836,0,0,1,2019-05-05,1.47,0.0
PAI-05136,Petroleum Project 05136,Petroleum & Natural Gas,Petroleum,East,2007-12-27,3607.04,2011-06-27,3.5,2011-07-03,43,100.0,100.0,3617.27,3617.27,0,construction,complete,2.3,0,0.876,0.902,0,0,1,2011-07-03,0.28,0.2
PAI-05137,Mining Project 05137,Coal,Mining,North,2015-06-13,549.13,2020-07-09,5.07,2025-03-10,117,100.0,100.0,599.9,599.9,1,construction,complete,5.5,1,0.628,0.822,0,0,1,2025-03-10,9.25,56.0
PAI-05138,Roads Project 05138,Road Transport & Highways,Roads,East,2024-02-04,1050.42,2026-10-16,2.7,2026-09-06,31,58.1,49.6,522.59,1054.67,0,construction,complete,2.0,0,0.968,0.83,0,0,0,,0.4,0.8
PAI-05139,Rural Infrastructure Project 05139,Rural Development,Rural Infrastructure,North,2014-01-21,1023.43,2017-11-21,3.83,2017-12-03,47,100.0,100.0,1024.74,1024.74,0,construction,complete,1.1,0,0.668,0.708,0,0,1,2017-12-03,0.13,0.4
PAI-05140,Roads Project 05140,Road Transport & Highways,Roads,North,2016-02-25,464.36,2019-04-28,3.17,2023-05-26,87,100.0,100.0,553.88,553.88,0,construction,partial,1.4,0,0.723,0.873,0,0,1,2023-05-26,19.28,48.9
PAI-05141,Power Project 05141,Power,Power,East,2008-11-04,885.55,2014-03-25,5.39,2014-04-03,65,100.0,100.0,894.15,894.15,0,construction,complete,5.9,0,0.846,0.925,0,0,1,2014-04-03,0.97,0.3
PAI-05142,Railways Project 05142,Railways,Railways,West,2023-08-26,424.1,2030-02-02,6.44,2026-09-06,37,21.0,15.9,68.32,429.03,0,construction,complete,2.1,0,0.589,0.987,0,0,0,,1.16,0.2
PAI-05143,Rural Infrastructure Project 05143,Development of North Eastern Region,Rural Infrastructure,Central,2018-01-12,3989.61,2020-09-14,2.67,2023-08-20,67,100.0,100.0,3999.21,3999.21,0,construction,complete,4.3,0,0.405,0.718,0,0,1,2023-08-20,0.24,35.1
PAI-05144,Railways Project 05144,Railways,Railways,West,2011-05-26,835.72,2015-11-02,4.44,2015-12-02,55,100.0,100.0,836.77,836.77,1,construction,complete,1.7,0,0.806,0.909,0,0,1,2015-12-02,0.13,1.0
PAI-05145,Railways Project 05145,Railways,Railways,East,2017-07-08,1618.78,2023-09-21,6.21,2023-10-10,75,100.0,100.0,1624.28,1624.28,0,construction,complete,3.9,0,0.372,0.849,0,0,1,2023-10-10,0.34,0.6
PAI-05146,Roads Project 05146,Road Transport & Highways,Roads,South,2006-03-20,754.34,2010-03-08,3.97,2015-01-05,106,100.0,100.0,754.34,754.34,0,construction,complete,1.8,0,0.522,0.936,0,0,1,2015-01-05,0.0,58.0
PAI-05147,Ports & Shipping Project 05147,Shipping (Ports),Ports & Shipping,East,2015-02-21,824.45,2017-10-17,2.65,2017-11-04,33,100.0,100.0,824.45,824.45,1,construction,complete,2.1,1,0.64,0.684,0,0,1,2017-11-04,0.0,0.6
PAI-05148,Roads Project 05148,Road Transport & Highways,Roads,West,2018-06-27,1163.85,2021-12-22,3.49,2022-02-22,44,100.0,100.0,1172.45,1172.45,1,construction,complete,4.3,0,0.285,0.885,0,0,1,2022-02-22,0.74,2.0
PAI-05149,Railways Project 05149,Railways,Railways,North,2019-01-14,4060.74,2024-08-26,5.62,2024-09-01,68,100.0,100.0,4118.72,4118.72,0,construction,partial,1.4,0,0.808,0.9,0,0,1,2024-09-01,1.43,0.2
PAI-05150,Railways Project 05150,Railways,Railways,North,2005-06-20,2839.31,2011-07-23,6.09,2011-08-01,74,100.0,100.0,2843.5,2843.5,0,construction,complete,1.5,1,0.776,0.903,0,0,1,2011-08-01,0.15,0.3
PAI-05151,Rural Infrastructure Project 05151,Development of North Eastern Region,Rural Infrastructure,North-East,2020-12-18,1741.53,2024-03-02,3.2,2024-03-06,39,100.0,100.0,1753.88,1753.88,0,construction,complete,2.6,0,0.405,0.68,0,0,1,2024-03-06,0.71,0.2
PAI-05152,Water Resources Project 05152,Jal Shakti (Water Resources),Water Resources,Central,2016-02-21,2171.38,2022-05-02,6.19,2022-05-13,75,100.0,100.0,2171.38,2171.38,1,construction,complete,4.8,0,0.347,0.758,0,0,1,2022-05-13,0.0,0.4
PAI-05153,Ports & Shipping Project 05153,Shipping (Ports),Ports & Shipping,East,2023-09-15,1984.46,2027-09-06,3.98,2026-09-06,36,19.5,12.1,288.43,2388.14,0,construction,complete,2.2,0,0.636,0.802,0,0,0,,20.34,1.8
PAI-05154,Ports & Shipping Project 05154,Shipping (Ports),Ports & Shipping,East,2016-08-01,1409.35,2020-05-07,3.77,2020-07-28,47,100.0,100.0,1537.63,1537.63,1,construction,complete,2.1,0,0.42,0.84,0,0,1,2020-07-28,9.1,2.7
PAI-05155,Urban Infrastructure Project 05155,Housing & Urban Affairs,Urban Infrastructure,Central,2006-03-28,798.48,2011-05-03,5.1,2011-05-30,62,100.0,100.0,798.48,798.48,0,construction,complete,0.4,0,0.337,0.782,0,0,1,2011-05-30,0.0,0.9
PAI-05156,Water Resources Project 05156,Jal Shakti (Water Resources),Water Resources,East,2020-04-01,4599.35,2026-02-05,5.85,2026-02-28,70,100.0,100.0,4599.35,4599.35,1,construction,partial,3.8,0,0.605,0.807,0,0,1,2026-02-28,0.0,0.7
PAI-05157,Petroleum Project 05157,Petroleum & Natural Gas,Petroleum,North,2011-03-06,2681.29,2014-12-28,3.82,2016-08-10,65,100.0,100.0,2984.56,2984.56,0,construction,complete,0.6,0,0.49,0.778,0,0,1,2016-08-10,11.31,19.4
PAI-05158,Petroleum Project 05158,Petroleum & Natural Gas,Petroleum,North,2006-01-02,1442.29,2009-12-02,3.92,2009-12-26,47,100.0,100.0,1459.13,1459.13,0,construction,complete,4.2,0,0.747,0.938,0,0,1,2009-12-26,1.17,0.8
PAI-05159,Railways Project 05159,Railways,Railways,East,2024-12-02,1423.86,2031-11-26,6.98,2026-09-06,21,25.5,14.0,216.2,1540.75,0,construction,complete,4.4,0,0.908,0.821,0,0,0,,8.21,17.1
PAI-05160,Railways Project 05160,Railways,Railways,North,2023-05-26,1739.38,2030-04-19,6.9,2026-09-06,40,36.1,28.1,568.21,2024.47,1,construction,complete,1.1,1,0.356,0.859,0,0,0,,16.39,0.3
PAI-05161,Roads Project 05161,Road Transport & Highways,Roads,Central,2007-12-18,150.0,2011-10-27,3.86,2011-11-19,47,100.0,100.0,151.95,151.95,1,construction,complete,6.2,0,0.305,0.92,0,0,1,2011-11-19,1.3,0.8
PAI-05162,Mining Project 05162,Coal,Mining,East,2025-07-06,291.35,2029-10-29,4.32,2026-09-06,14,11.8,10.7,31.3,291.35,0,pre_construction,not_started,10.0,0,0.302,0.826,0,0,0,,0.0,0.3
PAI-05163,Railways Project 05163,Railways,Railways,East,2013-04-04,5217.56,2018-03-10,4.93,2020-12-22,92,100.0,100.0,5217.56,5217.56,0,construction,complete,4.8,0,0.61,0.967,0,0,1,2020-12-22,0.0,33.5
PAI-05164,Aviation Project 05164,Civil Aviation,Aviation,South,2012-12-03,304.53,2016-02-14,3.2,2016-02-21,38,100.0,100.0,304.62,304.62,0,construction,complete,0.5,0,0.393,0.773,0,0,1,2016-02-21,0.03,0.2
PAI-05165,Power Project 05165,Power,Power,East,2005-07-21,1813.53,2010-03-12,4.64,2011-01-24,66,100.0,100.0,1831.41,1831.41,0,construction,complete,0.0,0,0.422,0.93,0,0,1,2011-01-24,0.99,10.4
PAI-05166,Urban Infrastructure Project 05166,Housing & Urban Affairs,Urban Infrastructure,North-East,2008-11-11,827.62,2012-05-13,3.5,2012-06-03,43,100.0,100.0,831.17,831.17,1,construction,complete,0.3,0,0.5,0.846,0,0,1,2012-06-03,0.43,0.7
